,0,1,2,3,4,5,6
1763,fresh tuna,mineral water,pancakes,cake,oil,extra dark chocolate,strawberries
1764,cake,cookies,green tea,,,,
1765,burgers,cake,,,,,
1766,mineral water,milk,cider,gums,extra dark chocolate,french fries,body spray
1767,escalope,,,,,,
1768,mineral water,whole wheat rice,,,,,
1769,burgers,ground beef,honey,blueberries,gums,french fries,fresh bread
1770,french fries,pancakes,gluten free bar,,,,
1771,fresh tuna,mineral water,avocado,fromage blanc,chocolate,french fries,frozen smoothie
1772,escalope,cookies,,,,,
1773,burgers,chocolate,spaghetti,mineral water,milk,chicken,whole wheat rice
1774,burgers,ground beef,spaghetti,avocado,milk,olive oil,almonds
1775,burgers,eggs,champagne,,,,
1776,grated cheese,,,,,,
1777,ground beef,milk,energy bar,pancakes,honey,cereals,
1778,shrimp,mineral water,extra dark chocolate,green tea,,,
1779,spaghetti,,,,,,
1780,mineral water,french fries,,,,,
1781,milk,muffins,honey,whole weat flour,green tea,,
1782,butter,bacon,eggs,carrots,french fries,tomato juice,green tea
1783,shrimp,frozen vegetables,tomatoes,spaghetti,eggs,champagne,frozen smoothie
1784,shrimp,tomatoes,mineral water,chocolate,,,
1785,mineral water,meatballs,olive oil,muffins,whole wheat rice,yogurt cake,light mayo
1786,cookies,,,,,,
1787,eggs,chicken,whole weat flour,strawberries,low fat yogurt,,
1788,burgers,eggs,french fries,,,,
1789,nonfat milk,escalope,,,,,
1790,spaghetti,mineral water,extra dark chocolate,green tea,zucchini,,
1791,eggs,french fries,,,,,
1792,frozen vegetables,spaghetti,mineral water,salmon,cake,body spray,
1793,meatballs,french wine,,,,,
1794,cake,french fries,,,,,
1795,cider,frozen smoothie,,,,,
1796,eggs,whole weat flour,eggplant,strawberries,low fat yogurt,,
1797,turkey,pepper,light mayo,protein bar,,,
1798,turkey,tomatoes,low fat yogurt,,,,
1799,flax seed,cake,green tea,french fries,mushroom cream sauce,hot dogs,cottage cheese
1800,eggs,cookies,,,,,
1801,turkey,mineral water,whole wheat rice,body spray,energy drink,green tea,
1802,eggs,escalope,,,,,
1803,eggs,honey,salt,green tea,,,
1804,spaghetti,mineral water,french fries,pancakes,,,
1805,green tea,,,,,,
1806,tomatoes,spaghetti,mineral water,milk,energy bar,spinach,eggs
1807,shrimp,tomatoes,,,,,
1808,light cream,chocolate,pancakes,yogurt cake,,,
1809,turkey,eggs,,,,,
1810,french fries,,,,,,
1811,french fries,,,,,,
1812,ground beef,,,,,,
1813,grated cheese,mineral water,eggs,extra dark chocolate,yogurt cake,mayonnaise,low fat yogurt
1814,salmon,eggs,cake,,,,
1815,frozen vegetables,spaghetti,mineral water,vegetables mix,,,
1816,shrimp,mineral water,olive oil,eggs,cake,,
1817,turkey,herb & pepper,spaghetti,eggs,,,
1818,spaghetti,mineral water,eggs,burger sauce,cooking oil,french fries,brownies
1819,whole weat flour,cereals,honey,,,,
1820,turkey,burgers,spaghetti,pancakes,ketchup,eggplant,french fries
1821,grated cheese,herb & pepper,spaghetti,french wine,chicken,eggs,whole wheat rice
1822,burgers,fresh tuna,pickles,vegetables mix,hot dogs,cottage cheese,brownies
1823,tomatoes,french fries,,,,,
1824,escalope,cookies,,,,,
1825,energy bar,,,,,,
1826,dessert wine,mineral water,milk,,,,
1827,turkey,pepper,black tea,honey,cake,bug spray,pancakes
1828,whole wheat pasta,pepper,olive oil,whole wheat rice,rice,pasta,white wine
1829,soup,french fries,,,,,
1830,burgers,mineral water,escalope,,,,
1831,pepper,mineral water,soup,milk,french wine,pancakes,chocolate
1832,french fries,,,,,,
1833,french fries,escalope,,,,,
1834,chocolate,shrimp,milk,butter,black tea,eggs,cooking oil
1835,chicken,,,,,,
1836,chocolate,frozen smoothie,,,,,
1837,pancakes,,,,,,
1838,chicken,honey,whole weat flour,cereals,green tea,energy drink,
1839,mineral water,french fries,cookies,shallot,low fat yogurt,,
1840,mineral water,pancakes,eggs,whole wheat rice,yogurt cake,green tea,
1841,frozen smoothie,,,,,,
1842,pepper,cider,,,,,
1843,frozen vegetables,spaghetti,milk,bacon,barbecue sauce,low fat yogurt,
1844,frozen vegetables,parmesan cheese,spaghetti,escalope,sparkling water,,
1845,cake,,,,,,
1846,red wine,gums,pet food,,,,
1847,turkey,,,,,,
1848,frozen vegetables,spaghetti,mineral water,soup,green grapes,eggs,cooking oil
1849,chocolate,,,,,,
1850,eggs,champagne,,,,,
1851,frozen vegetables,spaghetti,,,,,
1852,grated cheese,herb & pepper,ground beef,mineral water,rice,cooking oil,oatmeal
1853,mineral water,,,,,,
1854,red wine,eggs,,,,,
1855,turkey,spinach,,,,,
1856,burgers,herb & pepper,shrimp,whole weat flour,green tea,,
1857,spaghetti,escalope,,,,,
1858,fresh tuna,pepper,spaghetti,whole wheat rice,cooking oil,,
1859,escalope,,,,,,
1860,tomatoes,french fries,body spray,yogurt cake,,,
1861,rice,burger sauce,french fries,frozen smoothie,sandwich,fresh bread,
1862,tomatoes,soup,green grapes,whole weat flour,,,
1863,grated cheese,avocado,french fries,green tea,,,
1864,turkey,burgers,spaghetti,french wine,eggs,,
1865,eggs,mashed potato,,,,,
1866,burgers,ham,spaghetti,soup,almonds,pancakes,eggs
1867,frozen vegetables,chicken,pancakes,,,,
1868,chocolate,red wine,spaghetti,,,,
1869,mineral water,milk,,,,,
1870,fresh tuna,,,,,,
1871,french fries,,,,,,
1872,chocolate,red wine,spaghetti,,,,
1873,cookies,,,,,,
1874,tomatoes,cake,,,,,
1875,frozen vegetables,tomatoes,mineral water,chicken,green grapes,eggs,chocolate
1876,pancakes,eggs,,,,,
1877,ham,grated cheese,frozen vegetables,mineral water,soup,eggs,cereals
1878,shrimp,babies food,,,,,
1879,burgers,shrimp,tomatoes,ground beef,tomato sauce,spaghetti,soup
1880,eggs,tea,,,,,
1881,eggs,low fat yogurt,,,,,
1882,ham,frozen vegetables,energy bar,whole weat flour,green tea,,
1883,ground beef,tomato sauce,salmon,chocolate,green tea,,
1884,frozen vegetables,soda,chocolate,,,,
1885,shrimp,frozen vegetables,tomatoes,whole wheat pasta,chocolate,french fries,mushroom cream sauce
1886,mineral water,energy bar,vegetables mix,green grapes,,,
1887,cooking oil,fresh bread,,,,,
1888,red wine,mineral water,muffins,pancakes,honey,cake,cooking oil
1889,avocado,eggs,chocolate,energy drink,,,
1890,herb & pepper,olive oil,fresh bread,,,,
1891,spaghetti,energy bar,pancakes,whole wheat rice,cake,french fries,low fat yogurt
1892,frozen vegetables,spaghetti,mineral water,barbecue sauce,chocolate,,
1893,chocolate,herb & pepper,shrimp,frozen vegetables,tomatoes,ground beef,spaghetti
1894,whole wheat rice,frozen smoothie,low fat yogurt,green tea,,,
1895,burgers,red wine,mineral water,cake,green tea,,
1896,red wine,mineral water,soup,eggs,pet food,tomato juice,fresh bread
1897,grated cheese,ground beef,pepper,spaghetti,milk,pancakes,
1898,burgers,shrimp,frozen vegetables,tomatoes,light cream,extra dark chocolate,
1899,french fries,,,,,,
1900,whole weat flour,french fries,brownies,,,,
1901,cake,mint green tea,,,,,
1902,spaghetti,mineral water,cake,light cream,cooking oil,eggplant,cottage cheese
1903,ground beef,mineral water,milk,oatmeal,chocolate,french fries,escalope
1904,olive oil,cake,eggplant,french fries,brownies,salt,fresh bread
1905,mineral water,french wine,green tea,,,,
1906,mineral water,olive oil,strong cheese,pancakes,clothes accessories,french fries,strawberries
1907,spaghetti,olive oil,,,,,
1908,grated cheese,ground beef,almonds,salmon,spinach,barbecue sauce,chocolate
1909,tomatoes,pepper,mineral water,,,,
1910,escalope,,,,,,
1911,spaghetti,,,,,,
1912,mineral water,soup,milk,olive oil,green beans,french fries,green tea
1913,cake,french fries,,,,,
1914,burgers,whole wheat rice,ham,eggplant,,,
1915,burgers,dessert wine,strong cheese,french fries,,,
1916,hot dogs,,,,,,
1917,avocado,,,,,,
1918,grated cheese,red wine,tomato sauce,milk,french wine,whole wheat rice,whole weat flour
1919,turkey,burgers,frozen vegetables,mineral water,nonfat milk,champagne,strawberries
1920,chocolate,,,,,,
1921,spaghetti,honey,cooking oil,cookies,mashed potato,,
1922,dessert wine,eggs,french fries,,,,
1923,turkey,burgers,french wine,french fries,green tea,,
1924,mineral water,soup,meatballs,energy bar,cottage cheese,brownies,shampoo
1925,turkey,chocolate,whole wheat rice,oil,,,
1926,ground beef,chocolate,escalope,,,,
1927,french fries,,,,,,
1928,chocolate,milk,olive oil,,,,
1929,cereals,chocolate,champagne,green tea,,,
1930,strawberries,,,,,,
1931,whole wheat pasta,ground beef,mineral water,olive oil,green tea,,
1932,spaghetti,,,,,,
1933,milk,eggs,,,,,
1934,frozen vegetables,spaghetti,mineral water,frozen smoothie,cottage cheese,green tea,
1935,mineral water,,,,,,
1936,soup,cookies,brownies,light mayo,,,
1937,mineral water,chocolate,french wine,champagne,,,
1938,chocolate,,,,,,
1939,french fries,pancakes,yogurt cake,,,,
1940,burgers,fresh tuna,shrimp,spaghetti,chocolate,french wine,chutney
1941,oil,frozen smoothie,,,,,
1942,red wine,mineral water,olive oil,,,,
1943,pepper,milk,salmon,,,,
1944,grated cheese,cereals,,,,,
1945,tomatoes,milk,almonds,salmon,pancakes,carrots,salad
1946,grated cheese,herb & pepper,ground beef,soup,almonds,french fries,cookies
1947,shrimp,tomatoes,,,,,
1948,milk,cake,,,,,
1949,turkey,spaghetti,milk,energy bar,french wine,eggs,eggplant
1950,turkey,fresh tuna,tomatoes,pancakes,,,
1951,whole wheat rice,,,,,,
1952,ground beef,tomato sauce,spaghetti,milk,hot dogs,brownies,green tea
1953,salt,fresh bread,,,,,
1954,milk,green tea,,,,,
1955,burgers,tomatoes,spaghetti,milk,barbecue sauce,frozen smoothie,green tea
1956,chocolate bread,yogurt cake,,,,,
1957,whole wheat rice,cake,rice,,,,
1958,shrimp,frozen vegetables,mineral water,meatballs,energy bar,french fries,green tea
1959,chicken,muffins,honey,yogurt cake,,,
1960,energy bar,black tea,eggs,chicken,champagne,light mayo,
1961,soup,olive oil,light mayo,zucchini,green tea,,
1962,muffins,gluten free bar,,,,,
1963,french wine,french fries,,,,,
1964,protein bar,tomato juice,,,,,
1965,chocolate,french fries,escalope,shampoo,,,
1966,french fries,energy drink,,,,,
1967,tomatoes,spaghetti,olive oil,oil,,,
1968,mineral water,meatballs,milk,,,,
1969,brownies,,,,,,
1970,burgers,spaghetti,avocado,green beans,,,
1971,energy bar,eggs,,,,,
1972,muffins,green grapes,hot dogs,,,,
1973,chocolate,almonds,champagne,frozen smoothie,,,
1974,energy bar,brownies,,,,,
1975,turkey,frozen vegetables,avocado,eggs,whole wheat rice,melons,zucchini
1976,protein bar,,,,,,
1977,burgers,shrimp,tomatoes,mineral water,soup,pancakes,cooking oil
1978,chocolate,spaghetti,mineral water,chicken,tomato juice,,
1979,milk,escalope,shallot,strawberries,,,
1980,mineral water,milk,oil,chocolate,escalope,hot dogs,yogurt cake
1981,milk,chocolate,,,,,
1982,olive oil,,,,,,
1983,mineral water,milk,french wine,eggs,chocolate,,
1984,mineral water,honey,,,,,
1985,shrimp,light cream,rice,cooking oil,chicken,extra dark chocolate,french fries
1986,grated cheese,spaghetti,mineral water,eggplant,green tea,energy drink,light mayo
1987,energy bar,,,,,,
1988,butter,tomato juice,magazines,low fat yogurt,,,
1989,herb & pepper,mineral water,salmon,whole weat flour,light mayo,salt,shampoo
1990,spaghetti,,,,,,
1991,mineral water,milk,eggs,chocolate,,,
1992,turkey,shrimp,frozen vegetables,spaghetti,mineral water,toothpaste,
1993,milk,eggs,cake,french fries,,,
1994,cookies,,,,,,
1995,cookies,,,,,,
1996,spaghetti,milk,olive oil,low fat yogurt,,,
1997,turkey,burgers,spaghetti,whole wheat rice,light cream,chocolate,light mayo
1998,cookies,,,,,,
1999,grated cheese,tomato sauce,spaghetti,fromage blanc,body spray,,
2000,pancakes,energy drink,,,,,
2001,shrimp,frozen vegetables,frozen smoothie,,,,
2002,cider,eggs,whole wheat rice,french fries,,,
2003,mineral water,energy bar,chocolate,body spray,low fat yogurt,,
2004,mineral water,cake,,,,,
2005,mineral water,cake,,,,,
2006,tomato juice,,,,,,
2007,herb & pepper,shrimp,ground beef,mineral water,eggs,cake,green tea
2008,ham,herb & pepper,ground beef,chocolate,light cream,frozen smoothie,champagne
2009,herb & pepper,spaghetti,mineral water,eggs,,,
2010,tomatoes,mineral water,milk,,,,
2011,spaghetti,eggs,,,,,
2012,red wine,milk,eggs,chocolate bread,salt,white wine,
2013,eggs,yogurt cake,,,,,
2014,mint green tea,,,,,,
2015,cookies,,,,,,
2016,grated cheese,eggs,french fries,,,,
2017,grated cheese,energy bar,light cream,cooking oil,escalope,,
2018,frozen vegetables,whole wheat pasta,ground beef,mineral water,milk,chicken,eggs
2019,mineral water,cereals,chocolate,fresh bread,,,
2020,energy bar,fromage blanc,,,,,
2021,tomatoes,eggs,chicken,chocolate bread,low fat yogurt,,
2022,tomatoes,ground beef,spaghetti,mineral water,milk,,
2023,turkey,burgers,ham,tomatoes,milk,eggs,chocolate
2024,burgers,tomatoes,chocolate,,,,
2025,cottage cheese,,,,,,
2026,chocolate,,,,,,
2027,herb & pepper,ground beef,spaghetti,olive oil,,,
2028,pancakes,salt,tomato juice,,,,
2029,oil,cooking oil,chocolate,mushroom cream sauce,brownies,,
2030,ham,frozen vegetables,tomatoes,spaghetti,chocolate,cake,
2031,fromage blanc,eggs,french fries,,,,
2032,burgers,grated cheese,cider,salmon,cake,,
2033,shrimp,soup,,,,,
2034,salmon,,,,,,
2035,burgers,eggs,green tea,,,,
2036,cake,toothpaste,,,,,
2037,grated cheese,red wine,,,,,
2038,whole wheat pasta,spaghetti,mineral water,olive oil,,,
2039,mineral water,milk,olive oil,chicken,,,
2040,fresh tuna,eggs,,,,,
2041,yams,fromage blanc,salmon,chocolate,frozen smoothie,light mayo,
2042,yams,,,,,,
2043,eggs,cookies,,,,,
2044,mineral water,meatballs,pancakes,,,,
2045,mineral water,,,,,,
2046,burgers,grated cheese,whole wheat pasta,spaghetti,mineral water,eggs,whole wheat rice
2047,honey,light cream,oil,chicken,green tea,chocolate,hot dogs
2048,eggs,chocolate,,,,,
2049,chocolate,,,,,,
2050,spaghetti,french fries,escalope,green tea,,,
2051,turkey,eggs,fresh bread,,,,
2052,turkey,eggs,bug spray,cookies,low fat yogurt,,
2053,turkey,chocolate,eggs,gums,champagne,green tea,
2054,eggs,cake,french fries,,,,
2055,burgers,green tea,chocolate,,,,
2056,whole wheat rice,chocolate,escalope,,,,
2057,butter,cooking oil,chocolate,french fries,,,
2058,tomatoes,milk,,,,,
2059,mineral water,green tea,,,,,
2060,fromage blanc,,,,,,
2061,red wine,ground beef,spaghetti,mineral water,eggs,soda,cooking oil
2062,herb & pepper,ground beef,tomato sauce,soup,eggs,escalope,
2063,mineral water,whole wheat rice,escalope,,,,
2064,red wine,shrimp,spaghetti,mineral water,soup,milk,champagne
2065,rice,frozen smoothie,,,,,
2066,frozen vegetables,chocolate,whole wheat rice,,,,
2067,mineral water,chocolate,,,,,
2068,burgers,,,,,,
2069,eggs,french fries,energy drink,,,,
2070,almonds,eggs,cookies,,,,
2071,eggs,frozen smoothie,cottage cheese,low fat yogurt,,,
2072,burgers,,,,,,
2073,cake,frozen smoothie,,,,,
2074,eggs,french fries,,,,,
2075,grated cheese,herb & pepper,mineral water,flax seed,pancakes,frozen smoothie,sandwich
2076,spaghetti,butter,eggs,cake,chocolate,french fries,
2077,pancakes,french fries,,,,,
2078,fresh tuna,herb & pepper,shrimp,frozen vegetables,chicken,chocolate,low fat yogurt
2079,french fries,cookies,,,,,
2080,yogurt cake,,,,,,
2081,grated cheese,,,,,,
2082,spaghetti,,,,,,
2083,pepper,mineral water,chocolate,nonfat milk,,,
2084,frozen vegetables,eggs,chocolate,,,,
2085,tomatoes,mineral water,soup,olive oil,bug spray,,
2086,burgers,red wine,frozen vegetables,chicken,frozen smoothie,,
2087,eggs,,,,,,
2088,red wine,ground beef,spaghetti,blueberries,,,
2089,shrimp,frozen vegetables,tomatoes,cake,green tea,pancakes,
2090,mineral water,milk,spinach,whole wheat rice,fresh bread,,
2091,ground beef,spaghetti,,,,,
2092,strawberries,,,,,,
2093,barbecue sauce,,,,,,
2094,burgers,grated cheese,french fries,,,,
2095,vegetables mix,nonfat milk,pancakes,,,,
2096,burgers,shrimp,spaghetti,milk,french wine,cake,green beans
2097,cider,eggs,,,,,
2098,burgers,eggs,french fries,,,,
2099,tomato sauce,mineral water,,,,,
2100,frozen vegetables,spaghetti,,,,,
2101,turkey,ham,red wine,shrimp,mineral water,chicken,pancakes
2102,pancakes,cooking oil,chocolate,,,,
2103,burgers,spaghetti,,,,,
2104,shrimp,frozen vegetables,spaghetti,mineral water,milk,strong cheese,
2105,tomatoes,ground beef,meatballs,salmon,eggs,champagne,frozen smoothie
2106,pepper,milk,light cream,chicken,chocolate,frozen smoothie,mushroom cream sauce
2107,turkey,pancakes,eggs,,,,
2108,green tea,,,,,,
2109,escalope,,,,,,
2110,turkey,ground beef,pepper,flax seed,bacon,salmon,pet food
2111,mineral water,cider,,,,,
2112,french fries,tomato juice,fresh bread,,,,
2113,herb & pepper,tomato sauce,spaghetti,mineral water,avocado,milk,olive oil
2114,chocolate,pancakes,,,,,
2115,burgers,,,,,,
2116,muffins,,,,,,
2117,frozen vegetables,cereals,chocolate,french fries,escalope,champagne,tomato juice
2118,mineral water,salmon,,,,,
2119,milk,cake,cookies,mushroom cream sauce,,,
2120,tomato sauce,champagne,green tea,,,,
2121,mineral water,tea,escalope,fresh bread,magazines,,
2122,ham,soup,honey,,,,
2123,turkey,tomatoes,spaghetti,mineral water,chocolate,milk,frozen smoothie
2124,shrimp,mineral water,milk,hand protein bar,tomato juice,,
2125,cookies,light mayo,,,,,
2126,chocolate,french fries,cookies,shallot,low fat yogurt,,
2127,milk,brownies,,,,,
2128,herb & pepper,milk,cider,cooking oil,hot dogs,,
2129,olive oil,light mayo,,,,,
2130,tomatoes,ground beef,mineral water,olive oil,fromage blanc,honey,light cream
2131,turkey,mineral water,eggs,cake,french fries,yogurt cake,
2132,french fries,,,,,,
2133,tomatoes,milk,chocolate,cookies,strawberries,fresh bread,
2134,shrimp,frozen vegetables,olive oil,eggs,light mayo,low fat yogurt,
2135,mineral water,,,,,,
2136,burgers,olive oil,honey,extra dark chocolate,,,
2137,french fries,,,,,,
2138,ground beef,pasta,green tea,,,,
2139,spaghetti,chicken,honey,oatmeal,green tea,chocolate,french fries
2140,chocolate,oil,magazines,,,,
2141,burgers,tomatoes,french wine,eggs,french fries,,
2142,chocolate,,,,,,
2143,mineral water,whole wheat rice,pancakes,mayonnaise,low fat yogurt,,
2144,spaghetti,mineral water,olive oil,strong cheese,honey,cereals,chocolate
2145,mineral water,milk,cake,french fries,champagne,green tea,
2146,honey,,,,,,
2147,grated cheese,,,,,,
2148,olive oil,almonds,green grapes,tomato juice,fresh bread,,
2149,milk,nonfat milk,muffins,,,,
2150,meatballs,tea,frozen smoothie,escalope,mushroom cream sauce,green tea,
2151,milk,olive oil,french wine,ketchup,,,
2152,spaghetti,mineral water,green tea,,,,
2153,cake,,,,,,
2154,milk,eggs,champagne,,,,
2155,shrimp,mineral water,chocolate,milk,soda,oatmeal,white wine
2156,flax seed,green tea,,,,,
2157,ground beef,cake,,,,,
2158,spaghetti,oil,,,,,
2159,shrimp,eggs,,,,,
2160,turkey,candy bars,,,,,
2161,burgers,,,,,,
2162,spaghetti,,,,,,
2163,tomato sauce,,,,,,
2164,fresh tuna,tomatoes,spaghetti,chicken,cake,escalope,
2165,ground beef,milk,energy bar,light cream,,,
2166,french fries,,,,,,
2167,burgers,herb & pepper,red wine,milk,black tea,chicken,pancakes
2168,turkey,tomatoes,salmon,frozen smoothie,,,
2169,chocolate,,,,,,
2170,ham,shrimp,mineral water,cider,,,
2171,chicken,cookies,,,,,
2172,chocolate,shrimp,frozen vegetables,ground beef,spaghetti,mineral water,
2173,butter,pancakes,chicken,frozen smoothie,low fat yogurt,,
2174,herb & pepper,milk,eggs,cereals,fresh bread,white wine,low fat yogurt
2175,fresh tuna,pancakes,whole wheat rice,chocolate,gluten free bar,melons,fresh bread
2176,eggs,soda,gluten free bar,white wine,,,
2177,shrimp,milk,cake,bug spray,cooking oil,cereals,energy drink
2178,shrimp,frozen vegetables,mineral water,milk,eggs,cake,gums
2179,cereals,green tea,,,,,
2180,french wine,honey,light mayo,,,,
2181,turkey,spaghetti,mineral water,milk,chicken,eggs,cake
2182,escalope,,,,,,
2183,milk,cider,eggs,french fries,cookies,green tea,
2184,turkey,burgers,chocolate,spaghetti,vegetables mix,bug spray,chicken
2185,eggs,french fries,low fat yogurt,honey,,,
2186,mineral water,energy bar,chocolate,french fries,body spray,low fat yogurt,
2187,ham,herb & pepper,pepper,champagne,white wine,,
2188,soup,fresh bread,,,,,
2189,energy bar,honey,cake,low fat yogurt,green tea,,
2190,turkey,mineral water,butter,french wine,bacon,eggs,whole wheat rice
2191,burgers,grated cheese,herb & pepper,ground beef,chocolate,milk,cider
2192,burgers,tomatoes,mineral water,eggs,french fries,strawberries,green tea
2193,ham,spaghetti,,,,,
2194,burgers,frozen vegetables,tomatoes,eggs,cake,cooking oil,
2195,mineral water,eggs,cake,,,,
2196,cookies,,,,,,
2197,turkey,shrimp,frozen vegetables,tomatoes,spaghetti,mineral water,soup
2198,cottage cheese,,,,,,
2199,grated cheese,chocolate,french wine,chicken,,,
2200,escalope,,,,,,
2201,grated cheese,frozen vegetables,ground beef,pepper,spaghetti,green tea,
2202,chocolate,champagne,low fat yogurt,,,,
2203,mineral water,pancakes,whole wheat rice,candy bars,,,
2204,soup,avocado,french fries,frozen smoothie,light mayo,tomato juice,green tea
2205,frozen vegetables,tomatoes,butter,eggs,cake,bug spray,
2206,tomatoes,spaghetti,mineral water,milk,whole wheat rice,cake,
2207,mineral water,low fat yogurt,,,,,
2208,shrimp,spaghetti,milk,cider,eggs,french fries,pancakes
2209,cookies,,,,,,
2210,tomatoes,ground beef,flax seed,eggs,carrots,green tea,cookies
2211,candy bars,,,,,,
2212,ground beef,spaghetti,salmon,,,,
2213,turkey,frozen vegetables,ground beef,mineral water,chocolate,soup,milk
2214,milk,champagne,mushroom cream sauce,,,,
2215,butter,muffins,pancakes,oil,french fries,magazines,
2216,mineral water,olive oil,,,,,
2217,ham,ground beef,mineral water,low fat yogurt,,,
2218,grated cheese,,,,,,
2219,green tea,,,,,,
2220,black tea,french wine,chocolate,french fries,shallot,brownies,pancakes
2221,burgers,spaghetti,milk,bacon,eggs,chocolate,french fries
2222,pickles,champagne,,,,,
2223,mineral water,vegetables mix,eggs,cooking oil,,,
2224,soup,milk,,,,,
2225,green tea,frozen smoothie,,,,,
2226,frozen vegetables,tomato sauce,mineral water,milk,olive oil,french fries,
2227,french fries,,,,,,
2228,mineral water,soup,whole wheat rice,,,,
2229,escalope,,,,,,
2230,oil,,,,,,
2231,red wine,frozen vegetables,,,,,
2232,milk,eggs,ham,french fries,,,
2233,grated cheese,shrimp,,,,,
2234,burgers,french fries,shallot,green tea,,,
2235,cookies,,,,,,
2236,herb & pepper,shrimp,mineral water,,,,
2237,milk,butter,eggs,toothpaste,,,
2238,cottage cheese,,,,,,
2239,spaghetti,chocolate,milk,eggs,cake,cooking oil,
2240,cake,,,,,,
2241,burgers,shrimp,mineral water,milk,energy bar,rice,brownies
2242,cookies,honey,,,,,
2243,burgers,shrimp,spaghetti,french wine,chicken,green grapes,green tea
2244,cookies,,,,,,
2245,pickles,french fries,yogurt cake,,,,
2246,spaghetti,mineral water,milk,strong cheese,chocolate,champagne,frozen smoothie
2247,grated cheese,spaghetti,eggs,,,,
2248,herb & pepper,ground beef,spaghetti,mineral water,pancakes,tomato juice,
2249,energy drink,,,,,,
2250,cookies,,,,,,
2251,escalope,,,,,,
2252,fresh tuna,shrimp,ground beef,olive oil,cookies,fresh bread,
2253,frozen vegetables,mineral water,,,,,
2254,chocolate,chicken,candy bars,,,,
2255,grated cheese,red wine,tomatoes,tomato sauce,spaghetti,mineral water,chocolate
2256,milk,,,,,,
2257,burgers,fresh tuna,tomatoes,mineral water,meatballs,milk,french wine
2258,french wine,honey,whole wheat rice,,,,
2259,cottage cheese,,,,,,
2260,chocolate,,,,,,
2261,turkey,herb & pepper,shrimp,mineral water,eggs,gums,green tea
2262,cake,barbecue sauce,escalope,,,,
2263,green tea,,,,,,
2264,frozen vegetables,eggs,cake,,,,
2265,vegetables mix,eggs,escalope,,,,
2266,mineral water,,,,,,
2267,grated cheese,chicken,low fat yogurt,,,,
2268,red wine,tomatoes,mineral water,french wine,pancakes,,
2269,spaghetti,cake,light mayo,fresh bread,,,
2270,pancakes,eggs,,,,,
2271,red wine,french wine,salmon,french fries,,,
2272,whole wheat pasta,ground beef,mineral water,soup,nonfat milk,pancakes,eggs
2273,cake,french fries,,,,,
2274,burgers,milk,eggs,french fries,,,
2275,salmon,,,,,,
2276,avocado,eggs,chicken,chocolate,,,
2277,tomatoes,mineral water,pancakes,,,,
2278,dessert wine,herb & pepper,pepper,yogurt cake,fresh bread,green tea,
2279,ground beef,mineral water,eggs,yogurt cake,,,
2280,ground beef,milk,cake,,,,
2281,spaghetti,eggs,french fries,,,,
2282,chocolate,tomatoes,mineral water,cake,green tea,,
2283,eggs,,,,,,
2284,meatballs,eggplant,,,,,
2285,meatballs,black tea,eggs,,,,
2286,pepper,spaghetti,strong cheese,,,,
2287,fresh tuna,red wine,spaghetti,mineral water,soup,bacon,pancakes
2288,green tea,,,,,,
2289,chocolate,spaghetti,mineral water,milk,salmon,green tea,escalope
2290,mineral water,soup,avocado,green tea,,,
2291,turkey,red wine,frozen vegetables,ground beef,pancakes,pet food,protein bar
2292,shrimp,tomatoes,mineral water,soup,olive oil,chocolate,escalope
2293,frozen vegetables,mineral water,cereals,sparkling water,energy drink,,
2294,mineral water,,,,,,
2295,cookies,,,,,,
2296,cookies,,,,,,
2297,shrimp,eggs,cake,french fries,mint,green tea,
2298,chocolate,pepper,spaghetti,mineral water,nonfat milk,whole wheat rice,french fries
2299,cookies,,,,,,
2300,chicken,chocolate,champagne,,,,
2301,grated cheese,frozen vegetables,mineral water,soup,vegetables mix,pancakes,cooking oil
2302,eggs,french fries,brownies,strawberries,,,
2303,mineral water,salmon,eggs,cake,cauliflower,low fat yogurt,
2304,eggs,whole wheat rice,frozen smoothie,low fat yogurt,,,
2305,bacon,eggs,,,,,
2306,eggs,,,,,,
2307,grated cheese,salmon,cake,champagne,,,
2308,shrimp,spaghetti,mineral water,light cream,,,
2309,energy bar,,,,,,
2310,fresh bread,,,,,,
2311,cookies,,,,,,
2312,french fries,strawberries,low fat yogurt,candy bars,,,
2313,escalope,shallot,white wine,,,,
2314,burgers,grated cheese,herb & pepper,red wine,parmesan cheese,ground beef,spaghetti
2315,burgers,escalope,salt,,,,
2316,eggs,cookies,,,,,
2317,frozen vegetables,parmesan cheese,butter,carrots,oatmeal,green tea,hot dogs
2318,turkey,grated cheese,ground beef,mineral water,milk,nonfat milk,french fries
2319,burgers,shrimp,whole wheat pasta,spaghetti,french wine,eggs,chocolate
2320,mineral water,eggs,,,,,
2321,ground beef,tomato sauce,mineral water,meatballs,chicken,brownies,fresh bread
2322,burgers,eggs,,,,,
2323,frozen vegetables,light mayo,,,,,
2324,red wine,frozen smoothie,cookies,champagne,,,
2325,ham,mineral water,milk,french fries,babies food,,
2326,french fries,,,,,,
2327,turkey,honey,cooking oil,green tea,,,
2328,spaghetti,,,,,,
2329,mineral water,frozen smoothie,,,,,
2330,cake,low fat yogurt,,,,,
2331,cookies,hot dogs,,,,,
2332,cookies,,,,,,
2333,flax seed,green tea,honey,,,,
2334,fresh tuna,shrimp,frozen vegetables,mineral water,milk,olive oil,french fries
